,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
18841,18842,I am learning to code,"Employed, full-time",Fully remote,Hobby;School or academic work,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Colleague",Technical documentation;Written Tutorials;How-to videos;Coding sessions (live or recorded),,10,,"Engineer, data;Engineering manager;Academic researcher;Scientist",,,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Indonesia,,,,Fortran;Julia;MATLAB;Python,C;C#;C++;Julia;Rust;TypeScript,MySQL;SQLite,PostgreSQL;Firebase Realtime Database,,,,,NumPy;Pandas,Qt,,,Atom;Spyder;Sublime Text;Visual Studio,Visual Studio,BSD;Linux-based;Windows Subsystem for Linux (WSL),macOS;Windows,I don't use one,,,,,,Cisco Webex Teams;Mattermost;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Unsure,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",55-64 years old,Man,No,Prefer not to say,Asian,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
19116,19117,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos",Coursera;Udemy;Codecademy;Other,15,12,"Developer, back-end;Developer, desktop or enterprise applications",20 to 99 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Indonesia,IDR	Indonesian rupiah,9000000.0,Monthly,Delphi;HTML/CSS;PHP;SQL,Delphi;Go;HTML/CSS;Kotlin;PHP;Python;SQL,MySQL;PostgreSQL,MySQL;PostgreSQL,,,jQuery;Node.js,Node.js;React.js;Vue.js,,,Docker,Docker,"Android Studio;Notepad++;RAD Studio (Delphi, C++ Builder);Sublime Text;Visual Studio Code","Android Studio;RAD Studio (Delphi, C++ Builder);Vim;Visual Studio Code",Windows,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Asana;ClickUp;Jira Work Management;Trello,,Google Chat;Slack;Zoom,Google Chat;Zoom,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,7368.0
19338,19339,I code primarily as a hobby,"Student, part-time",,,Something else,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;How-to videos;Coding sessions (live or recorded),,2,,,,,Start a free trial,Indonesia,,,,HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript,MySQL,MongoDB,,,Node.js,Node.js;Svelte;Vue.js,Electron;React Native,Electron;Ionic,Docker;npm,Docker;npm,Atom;IntelliJ;Notepad++;Visual Studio Code,Visual Studio Code,Windows,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Version control hosting service web GUI;Dedicated version control GUI application,,,,,,,Very unfavorable,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Not sure,65 years or older,Man,No,,Asian,I am blind / have difficulty seeing,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
19447,19448,I am a developer by profession,"Employed, full-time;Student, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Colleague;Hackathons (virtual or in-person),,,4,,"Developer, QA or test;Student",,,Research companies that have emailed me,Indonesia,,,,Bash/Shell;Java;JavaScript;Ruby,Bash/Shell;Java;JavaScript;Ruby,MySQL;PostgreSQL;Redis,MySQL;PostgreSQL;Redis,AWS;Google Cloud,AWS;Google Cloud,Angular.js;Express;Ruby on Rails,Angular.js;Express;Ruby on Rails,.NET,.NET,Docker;Homebrew;npm;Yarn,Docker;Homebrew;npm;Yarn,Android Studio;IntelliJ;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Linux-based;macOS,Linux-based;macOS,Git,Code editor;Command-line;Dedicated version control GUI application,,,Asana;Jira Work Management;Notion,Asana;Jira Work Management;Notion,Slack;Zoom,Slack;Zoom,Favorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,,,Yes,Independent contributor,3.0,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,15-30 minutes a day,Very short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Too long,Easy,
19628,19629,I am learning to code,"Student, full-time;Student, part-time",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp","Blogs;Written Tutorials;Online challenges (e.g., daily or weekly coding challenges);Online forum;Interactive tutorial;Coding sessions (live or recorded)",Coursera;Udemy;Codecademy;edX;Skillsoft,Less than 1 year,,,,,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have emailed me,Indonesia,,,,,,,,,,,,,,,,,,,,Git,Code editor;Version control hosting service web GUI;Dedicated version control GUI application,,,,,,,Favorable,I have never visited Stack Overflow or the Stack Exchange network,,Yes,A few times per month or weekly,Not sure,18-24 years old,Man,No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
19779,19780,I am a developer by profession,I prefer not to say,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Certification videos",Udemy;Codecademy,8,2,,I don’t know,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Indonesia,IDR	Indonesian rupiah,,,C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,C++;Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Cloud Firestore;MariaDB;MongoDB;MySQL;Firebase Realtime Database;Redis,Cloud Firestore;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,AWS;DigitalOcean;Firebase;Google Cloud;Heroku,AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Managed Hosting,Express;Flask;Laravel;Next.js;Node.js;React.js,Deno;Express;Flask;Next.js;Node.js;React.js,Capacitor;Ionic,Capacitor;Electron;Ionic,Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn,Ansible;Docker;Flow;Homebrew;Kubernetes;npm;Pulumi;Terraform;Yarn,Android Studio;Nano;Visual Studio Code,Android Studio;Nano;Visual Studio Code;Xcode,BSD;Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),BSD;Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,,,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",18-24 years old,Man,No,Straight / Heterosexual,,None of the above,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
19809,19810,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos;Coding sessions (live or recorded),,22,15,"Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator;Cloud infrastructure engineer",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Indonesia,IDR	Indonesian rupiah,25000000.0,Monthly,Clojure;JavaScript;TypeScript,Clojure;JavaScript;TypeScript,Cassandra;Cloud Firestore;DynamoDB;Elasticsearch;MongoDB;MySQL;Neo4j;PostgreSQL;Redis;SQLite,Cloud Firestore;MySQL;PostgreSQL;Redis;SQLite,AWS;Firebase;Google Cloud,AWS;Firebase;Google Cloud,Node.js;React.js;Symfony;Vue.js,Deno;Node.js;React.js,.NET;Apache Kafka;Capacitor;Cordova;React Native,Apache Kafka;Flutter;React Native,Docker;Homebrew;npm;Yarn,Docker;Homebrew;npm,Android Studio;Emacs;Visual Studio Code;Xcode,Android Studio;Emacs;Visual Studio Code;Xcode,Linux-based;macOS,Linux-based;macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management,,Slack;Zoom,Zoom,Favorable,Stack Overflow,A few times per week,No,,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,20484.0
20442,20443,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos,Udemy,7,4,"Developer, front-end;Developer, desktop or enterprise applications",20 to 99 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Research companies that have emailed me,Indonesia,IDR	Indonesian rupiah,,Weekly,Crystal;HTML/CSS;JavaScript;PHP,Go,MariaDB;Microsoft SQL Server,MongoDB;Oracle;PostgreSQL;Firebase Realtime Database;Redis,,,Express;jQuery;Laravel;Node.js;Vue.js,Express;Laravel;Next.js;Nuxt.js;React.js;Vue.js,.NET,Ionic,npm,Docker;npm,Nano;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Linux-based;Windows,Linux-based;Windows,Git;SVN,Code editor;Command-line;Version control hosting service web GUI,,,,,Slack;Zoom,Zoom,Favorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Not sure/can't remember,,"Yes, definitely",25-34 years old,Man,No,,Asian,None of the above,None of the above,Yes,Independent contributor,5.0,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Never,3-5 times a week,,15-30 minutes a day,Less than 15 minutes a day,Somewhat long,None of these,No,No,Yes,Appropriate in length,Neither easy nor difficult,
20708,20709,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum);Other (please specify):",Technical documentation;Written Tutorials;Stack Overflow,,22,22,"Developer, full-stack;Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Indonesia,USD	United States dollar,,,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell;HTML/CSS;JavaScript;Kotlin;PHP;SQL;TypeScript,MariaDB;SQLite,MariaDB;MongoDB;SQLite,DigitalOcean;Google Cloud,DigitalOcean;Google Cloud,,,,,,,Nano;Notepad++,Nano;Notepad++;Visual Studio Code,Linux-based,Windows,Git,Dedicated version control GUI application,,,,,,,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
21991,21992,I am a developer by profession,"Independent contractor, freelancer, or self-employed;Employed, part-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded)",,9,4,"Developer, full-stack;Developer, desktop or enterprise applications;Developer, mobile","Just me - I am a freelancer, sole proprietor, etc.",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Indonesia,IDR	Indonesian rupiah,,Monthly,Delphi,Delphi,MariaDB;Microsoft SQL Server;MongoDB;MySQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL,Firebase;Google Cloud,Firebase;Google Cloud,Laravel;Vue.js,Laravel;Vue.js,Cordova;Flutter,Cordova;Flutter,npm,npm,"RAD Studio (Delphi, C++ Builder)","RAD Studio (Delphi, C++ Builder)",Windows,Windows,Git;SVN,Dedicated version control GUI application,,,,,Slack,Slack,Favorable,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Prefer to self-describe:,Asian,Prefer not to say,Prefer not to say,,,,,,,,,,,,,,,,,,,,,Too long,,
22437,22438,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;Online forum;Certification videos,Udemy,6,4,"Developer, back-end;Cloud infrastructure engineer",2 to 9 employees,I have some influence,Start a free trial;Ask developers I know/work with,Indonesia,IDR	Indonesian rupiah,6000000.0,Monthly,PHP;Python;SQL,Elixir;PHP;Python;SQL,MySQL,MySQL;PostgreSQL;Redis,DigitalOcean,AWS;DigitalOcean,Laravel;React.js,Laravel;Phoenix;React.js,Electron;Flutter,Electron;Flutter,Docker;Kubernetes;npm;Yarn,Ansible;Docker;Kubernetes;npm;Yarn,Android Studio;Nano;PhpStorm;Visual Studio Code,Android Studio;Nano;PhpStorm;Visual Studio Code,Linux-based;Windows,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Notion;Trello,Notion,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow,Daily or almost daily,No,,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Yes,Independent contributor,4.0,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,Just right,None of these,Yes,Yes,Yes,Appropriate in length,Easy,4920.0
22474,22475,I am learning to code,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum)","Technical documentation;Blogs;Programming Games;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded)",,2,,,,,Start a free trial;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,Indonesia,,,,HTML/CSS;JavaScript,HTML/CSS;JavaScript;PHP;Python;TypeScript,MongoDB;Firebase Realtime Database;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite,AWS;DigitalOcean;Firebase;Heroku;Linode;Managed Hosting;Microsoft Azure;OVH,AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Linode;Managed Hosting;Microsoft Azure;OVH,Express;jQuery;Node.js,Express;Flask;jQuery;Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,,,Docker;npm;Yarn,Docker;npm;Unity 3D;Yarn,Android Studio;Nano;Sublime Text;Vim;Visual Studio Code,Android Studio;IntelliJ;Nano;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,,,,,Unfavorable,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,Neutral,Under 18 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
22523,22524,I am a developer by profession,"Independent contractor, freelancer, or self-employed;Employed, part-time","Hybrid (some remote, some in-person)",Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Stack Overflow;Video-based Online Courses;Online forum;Written-based Online Courses,Other,11,7,"Engineer, data;Developer, full-stack;Developer, QA or test;DevOps specialist;System administrator","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,Indonesia,IDR	Indonesian rupiah,,,HTML/CSS;JavaScript;PHP,Go;Java;Python,MySQL;SQLite,PostgreSQL,DigitalOcean,,Symfony,Symfony,,,Docker;Homebrew;Yarn,Ansible;Docker;Homebrew;Yarn,PhpStorm;Visual Studio Code,IntelliJ;PhpStorm,Linux-based;macOS,Linux-based,Git,Code editor;Command-line,,,,,Zoom,,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
